"Species","Transcript_ID","Family","Superfamily"
"pristionchus_pacificus","PPA33051","srj","Str"
"caenorhabditis_elegans","ZK262.10","srj","Str"
"caenorhabditis_elegans","ZC513.9","str","Str"
"haemonchus_contortus","HCON_00187090","srw","Solo"
"caenorhabditis_elegans","C06B3.14","srxa","Srg"
"caenorhabditis_elegans","M02H5.12","srbc","Solo"
"romanomermis_culicivorax","nRc.2.0.1.t44208","srsx","Solo"
"ancylostoma_caninum","ANCCAN_26744","sro","Solo"
"caenorhabditis_elegans","E03H12.6","srz","Solo"
"necator_americanus","NECAME_06367","srv","Srg"
"rhabditophanes_kr3021","RSKR_0000292550.1","srv","Srg"
"pristionchus_pacificus","PPA42803","srv","Srg"
"panagrellus_redivivus","Pan_g8152.t1","sru","Srg"
"caenorhabditis_elegans","Y25C1A.9","srg","Srg"
"haemonchus_contortus","HCON_00056780","srt","Srg"
"caenorhabditis_elegans","T26H8.2","srx","Srg"
"caenorhabditis_elegans","C27D6.9","srb","Sra"
"romanomermis_culicivorax","nRc.2.0.1.t29713","sre","Sra"
"caenorhabditis_elegans","B0304.7","sra","Sra"
"caenorhabditis_elegans","T20D4.18","srab","Sra"
"caenorhabditis_elegans","T03D3.4","srh","Str"
"panagrellus_redivivus","Pan_g13063.t1","srh","Str"
"caenorhabditis_elegans","Y60A3A.3","srh","Str"
"pristionchus_pacificus","PPA41547","sri","Str"
"caenorhabditis_elegans","E04F6.13","srd","Str"
"panagrellus_redivivus","Pan_g318.t1","srm","Str"
"toxocara_canis","Tcan_12613.1","three_four","Str"
"rhabditophanes_kr3021","RSKR_0000045366.1","three_four","Str"
"toxocara_canis","Tcan_12200.1","srj","Str"
"pristionchus_pacificus","PPA40569","srj","Str"
"caenorhabditis_elegans","T01G5.3","srj","Str"
"caenorhabditis_elegans","C09H5.6","str","Str"
"nippostrongylus_brasiliensis","NBR_0001481801","srw","Solo"
"caenorhabditis_elegans","C06B3.12","srxa","Srg"
"caenorhabditis_elegans","F54B8.16","srbc","Solo"
"caenorhabditis_elegans","C51E3.3","srsx","Solo"
"strongyloides_ratti","SRAE_1000351300","sro","Solo"
"caenorhabditis_elegans","F14F8.3","srz","Solo"
"ancylostoma_caninum","ANCCAN_11193","srv","Srg"
"caenorhabditis_elegans","T22B7.5","srv","Srg"
"strongyloides_ratti","SRAE_2000377100","srv","Srg"
"panagrellus_redivivus","Pan_g9080.t1","sru","Srg"
"caenorhabditis_elegans","Y25C1A.12","srg","Srg"
"pristionchus_pacificus","PPA13813","srt","Srg"
"caenorhabditis_elegans","Y102A5C.22","srx","Srg"
"caenorhabditis_elegans","C27D6.10","srb","Sra"
"caenorhabditis_elegans","F10G7.7","sre","Sra"
"caenorhabditis_elegans","B0304.9","sra","Sra"
"caenorhabditis_elegans","T20D4.1","srab","Sra"
"caenorhabditis_elegans","M02H5.11","srh","Str"
"panagrellus_redivivus","Pan_g1441.t1","srh","Str"
"caenorhabditis_elegans","F40D4.3","srh","Str"
"pristionchus_pacificus","PPA30220","sri","Str"
"caenorhabditis_elegans","E04F6.1","srd","Str"
"panagrellus_redivivus","Pan_g19434.t1","srm","Str"
"rhabditophanes_kr3021","RSKR_0000045750.1","three_four","Str"
"rhabditophanes_kr3021","RSKR_0000581750.1","three_four","Str"
"panagrellus_redivivus","Pan_g6362.t1","srj","Str"
"pristionchus_pacificus","PPA41010","srj","Str"
"caenorhabditis_elegans","F22B8.1","srj","Str"
"caenorhabditis_elegans","C05E4.6a","str","Str"
"necator_americanus","NECAME_01756","srw","Solo"
"caenorhabditis_elegans","Y44A6B.2a","srxa","Srg"
"caenorhabditis_elegans","F54B8.12","srbc","Solo"
"caenorhabditis_elegans","C51E3.2","srsx","Solo"
"strongyloides_ratti","SRAE_2000446700","sro","Solo"
"caenorhabditis_elegans","W05E7.2","srz","Solo"
"ancylostoma_caninum","ANCCAN_20723","srv","Srg"
"caenorhabditis_elegans","F53F1.9","srv","Srg"
"strongyloides_ratti","SRAE_0000032000","srv","Srg"
"caenorhabditis_elegans","F36G9.6","sru","Srg"
"caenorhabditis_elegans","Y25C1A.10","srg","Srg"
"pristionchus_pacificus","PPA40525","srt","Srg"
"pristionchus_pacificus","PPA36465","srx","Srg"
"caenorhabditis_elegans","F58A6.10b","srb","Sra"
"caenorhabditis_elegans","W07G1.6","sre","Sra"
"caenorhabditis_elegans","B0304.5","sra","Sra"
"caenorhabditis_elegans","C36C5.11a","srab","Sra"
"caenorhabditis_elegans","W06D12.7","srh","Str"
"panagrellus_redivivus","Pan_g1442.t1","srh","Str"
"caenorhabditis_elegans","F20E11.12","srh","Str"
"pristionchus_pacificus","PPA40925","sri","Str"
"caenorhabditis_elegans","E04F6.14","srd","Str"
"panagrellus_redivivus","Pan_g7656.t1","srm","Str"
"rhabditophanes_kr3021","RSKR_0001038525.1","three_four","Str"
"pristionchus_pacificus","PPA34496","srj","Str"
"caenorhabditis_elegans","R09B5.7b","srj","Str"
"caenorhabditis_elegans","T22H6.3","str","Str"
"strongyloides_ratti","SRAE_X000170800","srw","Solo"
"caenorhabditis_elegans","Y44A6B.1","srxa","Srg"
"caenorhabditis_elegans","T24A6.13","srbc","Solo"
"caenorhabditis_elegans","C51E3.4","srsx","Solo"
"caenorhabditis_elegans","C17F4.10","srz","Solo"
"panagrellus_redivivus","Pan_g14489.t1","srv","Srg"
"caenorhabditis_elegans","F53F1.8","srv","Srg"
"strongyloides_ratti","SRAE_2000471000","srv","Srg"
"caenorhabditis_elegans","F36G9.5","sru","Srg"
"caenorhabditis_elegans","T04A8.1","srg","Srg"
"pristionchus_pacificus","PPA41358","srt","Srg"
"pristionchus_pacificus","PPA15884","srx","Srg"
"caenorhabditis_elegans","F58A6.10a","srb","Sra"
"caenorhabditis_elegans","F13A7.13","sre","Sra"
"caenorhabditis_elegans","B0304.6","sra","Sra"
"caenorhabditis_elegans","C36C5.11b","srab","Sra"
"caenorhabditis_elegans","Y26G10.2","srh","Str"
"panagrellus_redivivus","Pan_g19113.t1","srh","Str"
"caenorhabditis_elegans","K08G2.12b","srh","Str"
"pristionchus_pacificus","PPA39520","sri","Str"
"caenorhabditis_elegans","C01B4.5","srd","Str"
"panagrellus_redivivus","Pan_g12708.t1","srm","Str"
"rhabditophanes_kr3021","RSKR_0001040928.1","three_four","Str"
"pristionchus_pacificus","PPA41732","srj","Str"
"caenorhabditis_elegans","C05E4.10","srj","Str"
"caenorhabditis_elegans","T22H6.4","str","Str"
"pristionchus_pacificus","PPA15885","srw","Solo"
"caenorhabditis_elegans","C09E7.1","srxa","Srg"
"caenorhabditis_elegans","T24A6.10a","srbc","Solo"
"caenorhabditis_elegans","C51E3.5","srsx","Solo"
"caenorhabditis_elegans","Y57G7A.12","srz","Solo"
"caenorhabditis_elegans","Y73B6BL.10","srv","Srg"
"caenorhabditis_elegans","F53F1.7","srv","Srg"
"rhabditophanes_kr3021","RSKR_0001108700.1","srv","Srg"
"caenorhabditis_elegans","C08F11.4","sru","Srg"
"caenorhabditis_elegans","T09D3.6","srg","Srg"
"pristionchus_pacificus","PPA06607","srt","Srg"
"pristionchus_pacificus","PPA28620","srx","Srg"
"caenorhabditis_elegans","C27D6.6","srb","Sra"
"caenorhabditis_elegans","F54F11.3","sre","Sra"
"caenorhabditis_elegans","B0304.8","sra","Sra"
"caenorhabditis_elegans","C36C5.10","srab","Sra"
"pristionchus_pacificus","PPA41353","srh","Str"
"panagrellus_redivivus","Pan_g4451.t1","srh","Str"
"caenorhabditis_elegans","K08G2.12a","srh","Str"
"pristionchus_pacificus","PPA42779","sri","Str"
"caenorhabditis_elegans","Y19D10A.15a","srd","Str"
"pristionchus_pacificus","PPA06564","srm","Str"
"rhabditophanes_kr3021","RSKR_0001040942.1","three_four","Str"
"pristionchus_pacificus","PPA17796","srj","Str"
"caenorhabditis_elegans","C05E4.11","srj","Str"
"caenorhabditis_elegans","T05E12.1","str","Str"
"ascaris_suum","AgB13X_g044_t02","srw","Solo"
"caenorhabditis_elegans","W07A8.1","srxa","Srg"
"caenorhabditis_elegans","F30B5.8","srbc","Solo"
"caenorhabditis_elegans","F07B10.6","srsx","Solo"
"caenorhabditis_elegans","K03D3.4","srz","Solo"
"caenorhabditis_elegans","T13A10.12","srv","Srg"
"trichinella_spiralis","EFV56347","srv","Srg"
"caenorhabditis_elegans","C14A4.15","srv","Srg"
"caenorhabditis_elegans","F31F4.13a","sru","Srg"
"caenorhabditis_elegans","T09D3.2","srg","Srg"
"pristionchus_pacificus","PPA12612","srt","Srg"
"caenorhabditis_elegans","E02C12.3","srx","Srg"
"caenorhabditis_elegans","F58A6.11","srb","Sra"
"caenorhabditis_elegans","Y39G8B.3","sre","Sra"
"caenorhabditis_elegans","C56C10.5","sra","Sra"
"caenorhabditis_elegans","C36C5.6","srab","Sra"
"panagrellus_redivivus","Pan_g8552.t1","srh","Str"
"panagrellus_redivivus","Pan_g4453.t1","srh","Str"
"caenorhabditis_elegans","K08G2.5","srh","Str"
"pristionchus_pacificus","PPA41624","sri","Str"
"caenorhabditis_elegans","C39B5.11","srd","Str"
"rhabditophanes_kr3021","RSKR_0000825700.1","three_four","Str"
"pristionchus_pacificus","PPA43196","srj","Str"
"caenorhabditis_elegans","F28H7.1","srj","Str"
"caenorhabditis_elegans","C09H5.9","str","Str"
"toxocara_canis","Tcan_17330.1","srw","Solo"
"caenorhabditis_elegans","F18E3.1","srxa","Srg"
"caenorhabditis_elegans","F54B8.6","srbc","Solo"
"caenorhabditis_elegans","T19B10.10","srsx","Solo"
"caenorhabditis_elegans","F56D6.7","srz","Solo"
"caenorhabditis_elegans","Y73B6BL.11","srv","Srg"
"pristionchus_pacificus","PPA39451","srv","Srg"
"toxocara_canis","Tcan_16930.1","srv","Srg"
"caenorhabditis_elegans","F31F4.14a","sru","Srg"
"caenorhabditis_elegans","C10G8.1","srg","Srg"
"pristionchus_pacificus","PPA40423","srt","Srg"
"caenorhabditis_elegans","E02C12.2","srx","Srg"
"caenorhabditis_elegans","C27D6.8","srb","Sra"
"caenorhabditis_elegans","Y54G9A.10","sre","Sra"
"caenorhabditis_elegans","F18C5.8","sra","Sra"
"caenorhabditis_elegans","C36C5.8","srab","Sra"
"panagrellus_redivivus","Pan_g18104.t1","srh","Str"
"panagrellus_redivivus","Pan_g17240.t1","srh","Str"
"caenorhabditis_elegans","K08G2.13","srh","Str"
"pristionchus_pacificus","PPA40931","sri","Str"
"caenorhabditis_elegans","Y39A3B.4","srd","Str"
"rhabditophanes_kr3021","RSKR_0000260950.1","three_four","Str"
"pristionchus_pacificus","PPA33246","srj","Str"
"caenorhabditis_elegans","R05D8.2a","srj","Str"
"caenorhabditis_elegans","F58G4.5","str","Str"
"panagrellus_redivivus","Pan_g10155.t1","srw","Solo"
"caenorhabditis_elegans","W07A8.5","srxa","Srg"
"caenorhabditis_elegans","F54B8.7a","srbc","Solo"
"caenorhabditis_elegans","F20A1.3","srsx","Solo"
"caenorhabditis_elegans","Y49F6B.11","srz","Solo"
"caenorhabditis_elegans","Y73B6BL.41","srv","Srg"
"pristionchus_pacificus","PPA19023","srv","Srg"
"toxocara_canis","Tcan_16951.1","srv","Srg"
"caenorhabditis_elegans","T04A11.12b","sru","Srg"
"caenorhabditis_elegans","T09D3.7","srg","Srg"
"pristionchus_pacificus","PPA34129","srt","Srg"
"caenorhabditis_elegans","T05A12.1","srx","Srg"
"caenorhabditis_elegans","F37C12.15","srb","Sra"
"caenorhabditis_elegans","Y39G8B.4","sre","Sra"
"caenorhabditis_elegans","F18C5.6","sra","Sra"
"caenorhabditis_elegans","Y64G10A.8","srab","Sra"
"panagrellus_redivivus","Pan_g18101.t1","srh","Str"
"panagrellus_redivivus","Pan_g1740.t1","srh","Str"
"caenorhabditis_elegans","C31B8.3","srh","Str"
"pristionchus_pacificus","PPA42739","sri","Str"
"caenorhabditis_elegans","F48F5.4a","srd","Str"
"pristionchus_pacificus","PPA29496","srj","Str"
"caenorhabditis_elegans","R05D8.2b","srj","Str"
"caenorhabditis_elegans","C13B7.5","str","Str"
"necator_americanus","NECAME_00156","srw","Solo"
"caenorhabditis_elegans","C31A11.6","srxa","Srg"
"caenorhabditis_elegans","T19C9.1","srbc","Solo"
"caenorhabditis_elegans","C25E10.3c","srsx","Solo"
"caenorhabditis_elegans","F56D6.5a","srz","Solo"
"caenorhabditis_elegans","Y73B6BL.40","srv","Srg"
"pristionchus_pacificus","PPA41709","srv","Srg"
"haemonchus_contortus","HCON_00155570","sru","Srg"
"caenorhabditis_elegans","T09D3.5","srg","Srg"
"pristionchus_pacificus","PPA25119","srt","Srg"
"caenorhabditis_elegans","R13H7.1","srx","Srg"
"caenorhabditis_elegans","F23F12.10","srb","Sra"
"caenorhabditis_elegans","C50E10.7","sre","Sra"
"caenorhabditis_elegans","F28C12.1","sra","Sra"
"caenorhabditis_elegans","C04F5.4","srab","Sra"
"panagrellus_redivivus","Pan_g10223.t1","srh","Str"
"panagrellus_redivivus","Pan_g8389.t1","srh","Str"
"caenorhabditis_elegans","F57G8.3a","srh","Str"
"pristionchus_pacificus","PPA16353","sri","Str"
"caenorhabditis_elegans","H04J21.2","srd","Str"
"pristionchus_pacificus","PPA05832","srj","Str"
"caenorhabditis_elegans","Y45G12C.15","srj","Str"
"caenorhabditis_elegans","C13B7.2","str","Str"
"caenorhabditis_elegans","H27D07.5","srw","Solo"
"caenorhabditis_elegans","R04D3.10","srxa","Srg"
"caenorhabditis_elegans","T06E6.11","srbc","Solo"
"dictyocaulus_viviparus","DICVIV_04773","srsx","Solo"
"caenorhabditis_elegans","F56D6.4","srz","Solo"
"caenorhabditis_elegans","T13A10.14","srv","Srg"
"pristionchus_pacificus","PPA40802","srv","Srg"
"caenorhabditis_elegans","C33A12.8","sru","Srg"
"pristionchus_pacificus","PPA41365","srg","Srg"
"pristionchus_pacificus","PPA41324","srt","Srg"
"caenorhabditis_elegans","F31F4.2","srx","Srg"
"panagrellus_redivivus","Pan_g13049.t1","srb","Sra"
"caenorhabditis_elegans","C50E10.8","sre","Sra"
"caenorhabditis_elegans","T26E3.9","sra","Sra"
"caenorhabditis_elegans","C04F5.5","srab","Sra"
"panagrellus_redivivus","Pan_g7086.t1","srh","Str"
"caenorhabditis_elegans","Y38H6C.12","srh","Str"
"pristionchus_pacificus","PPA23290","sri","Str"
"caenorhabditis_elegans","F09C6.7","srd","Str"
"pristionchus_pacificus","PPA40641","srj","Str"
"caenorhabditis_elegans","Y45G12C.14","srj","Str"
"caenorhabditis_elegans","R08H2.13","str","Str"
"caenorhabditis_elegans","C44C3.11","srw","Solo"
"caenorhabditis_elegans","R10E11.7","srxa","Srg"
"caenorhabditis_elegans","T24A6.5","srbc","Solo"
"caenorhabditis_elegans","F53F8.2","srsx","Solo"
"caenorhabditis_elegans","C08F11.9","srz","Solo"
"caenorhabditis_elegans","T13A10.6","srv","Srg"
"pristionchus_pacificus","PPA30514","srv","Srg"
"caenorhabditis_elegans","C33A12.13","sru","Srg"
"pristionchus_pacificus","PPA36613","srg","Srg"
"caenorhabditis_elegans","Y41E3.12","srt","Srg"
"caenorhabditis_elegans","F31F4.3","srx","Srg"
"pristionchus_pacificus","PPA32096","srb","Sra"
"caenorhabditis_elegans","C50E10.11","sre","Sra"
"caenorhabditis_elegans","F28C12.4","sra","Sra"
"caenorhabditis_elegans","C04F5.6","srab","Sra"
"panagrellus_redivivus","Pan_g11402.t1","srh","Str"
"caenorhabditis_elegans","T08G3.3","srh","Str"
"pristionchus_pacificus","PPA40985","sri","Str"
"caenorhabditis_elegans","F13A7.2","srd","Str"
"pristionchus_pacificus","PPA40731","srj","Str"
"caenorhabditis_elegans","F31F4.8","srj","Str"
"caenorhabditis_elegans","Y6E2A.2","str","Str"
"caenorhabditis_elegans","K12D9.3","srw","Solo"
"pristionchus_pacificus","PPA11665","srxa","Srg"
"caenorhabditis_elegans","Y39G10AR.22","srbc","Solo"
"caenorhabditis_elegans","T26E4.15","srsx","Solo"
"caenorhabditis_elegans","F08A10.2","srz","Solo"
"caenorhabditis_elegans","T13A10.9","srv","Srg"
"pristionchus_pacificus","PPA41627","srv","Srg"
"caenorhabditis_elegans","C28C12.13","sru","Srg"
"pristionchus_pacificus","PPA36185","srg","Srg"
"caenorhabditis_elegans","Y41E3.17","srt","Srg"
"caenorhabditis_elegans","F31F4.4","srx","Srg"
"caenorhabditis_elegans","C50E10.6","sre","Sra"
"caenorhabditis_elegans","T06G6.2","sra","Sra"
"caenorhabditis_elegans","C47A10.6","srab","Sra"
"panagrellus_redivivus","Pan_g1538.t1","srh","Str"
"caenorhabditis_elegans","T08G3.5","srh","Str"
"pristionchus_pacificus","PPA27921","sri","Str"
"caenorhabditis_elegans","C39B5.12","srd","Str"
"pristionchus_pacificus","PPA28946","srj","Str"
"caenorhabditis_elegans","F31F4.16","srj","Str"
"caenorhabditis_elegans","F10A3.5","str","Str"
"caenorhabditis_elegans","C44C3.1","srw","Solo"
"syphacia_muris","SMUV_0000221101","srxa","Srg"
"caenorhabditis_elegans","Y32B12B.3","srbc","Solo"
"caenorhabditis_elegans","M01B2.7","srsx","Solo"
"caenorhabditis_elegans","B0414.1","srz","Solo"
"caenorhabditis_elegans","H04M03.9","srv","Srg"
"pristionchus_pacificus","PPA29495","srv","Srg"
"caenorhabditis_elegans","T04A11.8","sru","Srg"
"haemonchus_contortus","HCON_00047515","srg","Srg"
"caenorhabditis_elegans","M199.1","srt","Srg"
"caenorhabditis_elegans","T07H8.1","srx","Srg"
"caenorhabditis_elegans","C50E10.5","sre","Sra"
"caenorhabditis_elegans","T06G6.1","sra","Sra"
"caenorhabditis_elegans","ZK697.7a","srab","Sra"
"panagrellus_redivivus","Pan_g17636.t2","srh","Str"
"caenorhabditis_elegans","F26D2.4","srh","Str"
"pristionchus_pacificus","PPA39191","sri","Str"
"caenorhabditis_elegans","Y22D7AR.8","srd","Str"
"caenorhabditis_elegans","T28A11.10","srj","Str"
"caenorhabditis_elegans","F10A3.15","str","Str"
"caenorhabditis_elegans","K12D9.5","srw","Solo"
"ascaris_suum","AgB04_g117_t02","srxa","Srg"
"caenorhabditis_elegans","R09E12.1","srbc","Solo"
"caenorhabditis_elegans","T26E4.14","srsx","Solo"
"caenorhabditis_elegans","H12I19.1","srz","Solo"
"caenorhabditis_elegans","H04M03.6","srv","Srg"
"pristionchus_pacificus","PPA38954","srv","Srg"
"caenorhabditis_elegans","T04A11.7a","sru","Srg"
"nippostrongylus_brasiliensis","NBR_0002081601","srg","Srg"
"caenorhabditis_elegans","M162.3a","srt","Srg"
"caenorhabditis_elegans","C47A10.8","srx","Srg"
"caenorhabditis_elegans","T05A7.8","sre","Sra"
"caenorhabditis_elegans","F28C12.5","sra","Sra"
"caenorhabditis_elegans","R13D11.6a","srab","Sra"
"panagrellus_redivivus","Pan_g1272.t1","srh","Str"
"caenorhabditis_elegans","F57E7.3","srh","Str"
"pristionchus_pacificus","PPA41092","sri","Str"
"caenorhabditis_elegans","C13B7.3a","srd","Str"
"caenorhabditis_elegans","T20C4.1a","srj","Str"
"caenorhabditis_elegans","F10A3.13","str","Str"
"caenorhabditis_elegans","K12D9.7","srw","Solo"
"toxocara_canis","Tcan_15272.1","srxa","Srg"
"caenorhabditis_elegans","R09E12.2","srbc","Solo"
"caenorhabditis_elegans","M01B2.9","srsx","Solo"
"caenorhabditis_elegans","F31E9.5","srz","Solo"
"caenorhabditis_elegans","H04M03.8","srv","Srg"
"pristionchus_pacificus","PPA40846","srv","Srg"
"caenorhabditis_elegans","T02D1.3","sru","Srg"
"necator_americanus","NECAME_08179","srg","Srg"
"caenorhabditis_elegans","Y41E3.14","srt","Srg"
"caenorhabditis_elegans","K06B4.9","srx","Srg"
"caenorhabditis_elegans","ZC455.7b","sre","Sra"
"caenorhabditis_elegans","F28C12.7","sra","Sra"
"toxocara_canis","Tcan_18798.1","srab","Sra"
"panagrellus_redivivus","Pan_g9815.t2","srh","Str"
"caenorhabditis_elegans","Y6E2A.6","srh","Str"
"pristionchus_pacificus","PPA41778","sri","Str"
"caenorhabditis_elegans","Y45G12C.7","srd","Str"
"caenorhabditis_elegans","T28A11.9","srj","Str"
"caenorhabditis_elegans","K05D4.2","str","Str"
"caenorhabditis_elegans","K12D9.4","srw","Solo"
"panagrellus_redivivus","Pan_g5377.t1","srxa","Srg"
"caenorhabditis_elegans","R09E12.8","srbc","Solo"
"haemonchus_contortus","HCON_00098640","srsx","Solo"
"caenorhabditis_elegans","H12I19.2","srz","Solo"
"caenorhabditis_elegans","C06E7.7","srv","Srg"
"pristionchus_pacificus","PPA40582","srv","Srg"
"caenorhabditis_elegans","C50C10.3","sru","Srg"
"panagrellus_redivivus","Pan_g19997.t1","srg","Srg"
"caenorhabditis_elegans","Y41E3.15","srt","Srg"
"caenorhabditis_elegans","R13D11.9","srx","Srg"
"caenorhabditis_elegans","ZC455.7a","sre","Sra"
"caenorhabditis_elegans","F28C12.2","sra","Sra"
"strongyloides_ratti","SRAE_2000128200","srab","Sra"
"panagrellus_redivivus","Pan_g17867.t2","srh","Str"
"caenorhabditis_elegans","T08G3.12","srh","Str"
"pristionchus_pacificus","PPA26053","sri","Str"
"caenorhabditis_elegans","F15A2.4","srd","Str"
"caenorhabditis_elegans","Y40B10B.2b","srj","Str"
"caenorhabditis_elegans","F44G3.1","str","Str"
"caenorhabditis_elegans","C44C3.5","srw","Solo"
"strongyloides_ratti","SRAE_1000309000","srxa","Srg"
"caenorhabditis_elegans","M01B2.3","srbc","Solo"
"haemonchus_contortus","HCON_00107945","srsx","Solo"
"caenorhabditis_elegans","C55A1.12","srz","Solo"
"haemonchus_contortus","HCON_00097270.2","srv","Srg"
"pristionchus_pacificus","PPA26997","srv","Srg"
"trichinella_spiralis","EFV57434","sru","Srg"
"panagrellus_redivivus","Pan_g23758.t2","srg","Srg"
"caenorhabditis_elegans","F18E2.4","srt","Srg"
"caenorhabditis_elegans","F41H8.4","srx","Srg"
"caenorhabditis_elegans","F36D1.2","sre","Sra"
"caenorhabditis_elegans","T19D12.8","sra","Sra"
"pristionchus_pacificus","PPA41001","srab","Sra"
"panagrellus_redivivus","Pan_g4240.t1","srh","Str"
"caenorhabditis_elegans","Y70C5C.4","srh","Str"
"pristionchus_pacificus","PPA01296","sri","Str"
"caenorhabditis_elegans","R04B5.8","srd","Str"
"caenorhabditis_elegans","R13D7.3","srj","Str"
"caenorhabditis_elegans","F10A3.6","str","Str"
"caenorhabditis_elegans","H27D07.4","srw","Solo"
"haemonchus_contortus","HCON_00013980","srxa","Srg"
"caenorhabditis_elegans","M01B2.4","srbc","Solo"
"haemonchus_contortus","HCON_00098615","srsx","Solo"
"caenorhabditis_elegans","Y68A4A.2","srz","Solo"
"dictyocaulus_viviparus","DICVIV_06506","srv","Srg"
"caenorhabditis_elegans","Y105C5B.10","srv","Srg"
"caenorhabditis_elegans","F36D1.3","sru","Srg"
"panagrellus_redivivus","Pan_g23757.t2","srg","Srg"
"caenorhabditis_elegans","Y38C9B.2","srt","Srg"
"caenorhabditis_elegans","R05D8.5","srx","Srg"
"caenorhabditis_elegans","ZK265.5","sre","Sra"
"romanomermis_culicivorax","nRc.2.0.1.t02769","sra","Sra"
